id,name,location,length,gain,highpoint,rating,features,description,trip,length_total,location_general,index
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Mountain views,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.,roundtrip,7.8,Mount Rainier Area,14
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Wildlife,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.,roundtrip,7.8,Mount Rainier Area,15
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Waterfalls,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.,roundtrip,7.8,Mount Rainier Area,16
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Old growth,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.,roundtrip,7.8,Mount Rainier Area,17
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Good for kids,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.,roundtrip,7.8,Mount Rainier Area,18
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Dogs allowed on leash,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.,roundtrip,7.8,Mount Rainier Area,19
3,Skookum Flats,Mount Rainier Area -- Chinook Pass - Hwy 410,"7.8 miles, roundtrip",300,2550.0,3.68,Rivers,Choose between a shorter or longer river walk through old-growth forest to a 250-foot cascading waterfall.,roundtrip,7.8,Mount Rainier Area,20
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Wildflowers/Meadows,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks.",roundtrip,5.6,Snoqualmie Region,21
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Mountain views,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks.",roundtrip,5.6,Snoqualmie Region,22
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Dogs allowed on leash,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks.",roundtrip,5.6,Snoqualmie Region,23
4,Teneriffe Falls,Snoqualmie Region -- North Bend Area,"5.6 miles, roundtrip",1585,2370.0,3.92,Waterfalls,"You'll work up a sweat on this easy to moderate hike to the spectacular Teneriffe Falls. Go in the spring when the tread is snow-free and the waterfall is flowing at full volume. Along the way, you'll be rewarded with views of the surrounding Snoqualmie valley and nearby peaks.",roundtrip,5.6,Snoqualmie Region,24
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Old growth,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families.",roundtrip,2.6,Snoqualmie Region,25
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Rivers,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families.",roundtrip,2.6,Snoqualmie Region,26
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Good for kids,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families.",roundtrip,2.6,Snoqualmie Region,27
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Dogs allowed on leash,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families.",roundtrip,2.6,Snoqualmie Region,28
5,Twin Falls,Snoqualmie Region -- North Bend Area,"2.6 miles, roundtrip",500,1000.0,4.14,Waterfalls,"Visit a trio (yes, trio) of waterfalls just off I-90 on this sure-to-please short trail, perfect for families.",roundtrip,2.6,Snoqualmie Region,29
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Mountain views,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.,roundtrip,8.0,Mount Rainier Area,30
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Waterfalls,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.,roundtrip,8.0,Mount Rainier Area,31
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Old growth,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.,roundtrip,8.0,Mount Rainier Area,32
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Good for kids,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.,roundtrip,8.0,Mount Rainier Area,33
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Dogs not allowed,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.,roundtrip,8.0,Mount Rainier Area,34
6,Chenuis Falls,Mount Rainier Area -- NW - Carbon River/Mowich,"8.0 miles, roundtrip",500,2200.0,3.14,Rivers,A long walk (or short mountain bike ride!) leads to a rolling falls that feeds into the rushing Carbon River.,roundtrip,8.0,Mount Rainier Area,35
7,Old Mine Trail,Mount Rainier Area -- NW - Carbon River/Mowich,"3.4 miles, roundtrip",425,2150.0,5.0,Dogs not allowed,"An infrequently-visited trail off the Carbon River Road, the Old Mine Trail follows a short but steep roadbed to a mineshaft. It's a good outing for kids, if they're willing to make the short push up the steep section.",roundtrip,3.4,Mount Rainier Area,36
7,Old Mine Trail,Mount Rainier Area -- NW - Carbon River/Mowich,"3.4 miles, roundtrip",425,2150.0,5.0,Good for kids,"An infrequently-visited trail off the Carbon River Road, the Old Mine Trail follows a short but steep roadbed to a mineshaft. It's a good outing for kids, if they're willing to make the short push up the steep section.",roundtrip,3.4,Mount Rainier Area,37
7,Old Mine Trail,Mount Rainier Area -- NW - Carbon River/Mowich,"3.4 miles, roundtrip",425,2150.0,5.0,Fall foliage,"An infrequently-visited trail off the Carbon River Road, the Old Mine Trail follows a short but steep roadbed to a mineshaft. It's a good outing for kids, if they're willing to make the short push up the steep section.",roundtrip,3.4,Mount Rainier Area,38
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Wildflowers/Meadows,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest.",roundtrip,4.0,Puget Sound and Islands,39
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Wildlife,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest.",roundtrip,4.0,Puget Sound and Islands,40
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Good for kids,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest.",roundtrip,4.0,Puget Sound and Islands,41
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Dogs allowed on leash,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest.",roundtrip,4.0,Puget Sound and Islands,42
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Fall foliage,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest.",roundtrip,4.0,Puget Sound and Islands,43
8,Flaming Geyser State Park,Puget Sound and Islands -- Seattle-Tacoma Area,"4.0 miles, roundtrip",450,425.0,2.68,Rivers,"The striking name is a holdover from a previous era when prospectors seeking coal seams drilled into a pocket of natural gas and water. The result was worthy of the name. But the ""geyser"" did not last, and the flame, at first several feet high, soon dwindled to a few inches. Today, even that is gone. But visitors can view a small but still actively bubbling geyser, enjoy views of the Green River and a strikingly beautiful forest.",roundtrip,4.0,Puget Sound and Islands,44
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.0,Wildlife,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners.",roundtrip,5.4,North Cascades,45
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.0,Good for kids,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners.",roundtrip,5.4,North Cascades,46
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.0,Dogs allowed on leash,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners.",roundtrip,5.4,North Cascades,47
9,Salmon Ridge Snowshoe,North Cascades -- Mount Baker Area,"5.4 miles, roundtrip",300,2400.0,4.0,Rivers,"With gentle terrain, easy river access and views of snow-laden peaks, this narrow river valley is an inviting snowshoe destination, especially for beginners.",roundtrip,5.4,North Cascades,48
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Wildflowers/Meadows,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah.",roundtrip,6.6,Issaquah Alps,49
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Mountain views,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah.",roundtrip,6.6,Issaquah Alps,50
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Wildlife,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah.",roundtrip,6.6,Issaquah Alps,51
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Dogs allowed on leash,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah.",roundtrip,6.6,Issaquah Alps,52
10,May Valley Loop,Issaquah Alps -- Squak Mountain,"6.6 miles, roundtrip",1684,2024.0,2.96,Rivers,"This forested park, a wilderness with glimpses of Issaquah below, has miles of winding trails alongside bubbling creeks and narrow ravines. There are several trail loop options on this 2,024-foot-high mountain. With multi-use trails and a natural area, hikers have plenty to explore in this quiet sanctuary outside of Issaquah.",roundtrip,6.6,Issaquah Alps,53
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.0,Wildflowers/Meadows,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way.",roundtrip,2.0,Puget Sound and Islands,54
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.0,Wildlife,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way.",roundtrip,2.0,Puget Sound and Islands,55
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.0,Good for kids,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way.",roundtrip,2.0,Puget Sound and Islands,56
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.0,Dogs allowed on leash,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way.",roundtrip,2.0,Puget Sound and Islands,57
11,Terrace Creek Park,Puget Sound and Islands -- Seattle-Tacoma Area,"2.0 miles, roundtrip",80,440.0,5.0,Fall foliage,"Hike a green, forested trail for a mile or so along tiny Lyon Creek in Mountlake Terrace. In season, enjoy a variety of wildflowers or, later in the year, some fall colors. Be alert for squirrels and for a variety of birds. As a hike, it's very easy and relaxing. For a more dynamic experience, put on your trail runners and jog the entire way.",roundtrip,2.0,Puget Sound and Islands,58
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Dogs allowed on leash,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River.",roundtrip,11.0,Snoqualmie Region,59
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Waterfalls,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River.",roundtrip,11.0,Snoqualmie Region,60
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Good for kids,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River.",roundtrip,11.0,Snoqualmie Region,61
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Lakes,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River.",roundtrip,11.0,Snoqualmie Region,62
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Fall foliage,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River.",roundtrip,11.0,Snoqualmie Region,63
12,Taylor River - Otter Falls,Snoqualmie Region -- North Bend Area,"11.0 miles, roundtrip",650,1750.0,4.02,Rivers,"Lose yourself in second-growth forest as you traverse an old logging road that heads into quiet wilderness just an hour from the urban sprawl of Puget Sound. Enjoy the sounds of water rushing and birds singing. Explore mossy boulders and cross multiple burbling creeks, even do a small amount of cross-country travel on the way to the piece de resistance – a 1,200 foot waterfall that streams into tiny Lipsy Lake before draining to the Taylor River.",roundtrip,11.0,Snoqualmie Region,64
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Mountain views,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures.",roundtrip,2.5,Puget Sound and Islands,65
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Dogs allowed on leash,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures.",roundtrip,2.5,Puget Sound and Islands,66
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Coast,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures.",roundtrip,2.5,Puget Sound and Islands,67
13,Meadowdale Beach Park - Lunds Gulch,Puget Sound and Islands -- Seattle-Tacoma Area,"2.5 miles, roundtrip",425,425.0,3.68,Rivers,"Hike down a lushly forested ravine with a babbling creek to its estuary as it empties into Puget Sound. Heading to the beach, breathe in the serene panorama of Brown’s Bay, Puget Sound, the islands, and the Olympic Mountains. Watch seabirds and go beachcombing to look for crabshells, anemones, and other treasures.",roundtrip,2.5,Puget Sound and Islands,68
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.0,Wildlife,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play.",roundtrip,1.0,Puget Sound and Islands,69
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.0,Good for kids,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play.",roundtrip,1.0,Puget Sound and Islands,70
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.0,Dogs allowed on leash,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play.",roundtrip,1.0,Puget Sound and Islands,71
14,Eagle Trail,Puget Sound and Islands -- Seattle-Tacoma Area,"1.0 miles, roundtrip",50,90.0,0.0,Rivers,"The Eagle Trail is a grassy urban course on the Stillaguamish River dike from Haller Park to the Dike Road in the City of Arlington. Opened in 2011, it provides an opportunity for nature and wildlife viewing while wandering green space within the city limits and a designated area for dogs to romp and play.",roundtrip,1.0,Puget Sound and Islands,72
15,Cow Heaven,North Cascades -- North Cascades Highway - Hwy 20,"9.6 miles, roundtrip",4040,4460.0,3.71,Wildflowers/Meadows,"With a trailhead accessible year round, Cow Heaven and views of the Skagit and Sauk River Valleys along with the majestic North Cascades are a promising paradise despite the challenge of a zigzag ascent spent mostly within the shelter of the forest.",roundtrip,9.6,North Cascades,73
